Paso	Presa	Depredador	Hueco
0	988	4013	4999
1	1239	3527	5234
2	1461	3178	5361
3	1724	2878	5398
4	1978	2697	5325
5	2245	2611	5144
6	2487	2592	4921
7	2688	2588	4724
8	2846	2661	4493
9	2963	2769	4268
10	2958	2922	4120
11	2971	2988	4041
12	2886	3086	4028
13	2821	3141	4038
14	2796	3163	4041
15	2824	3162	4014
16	2751	3181	4068
17	2720	3163	4117
18	2660	3209	4131
19	2610	3280	4110
20	2614	3181	4205
21	2591	3186	4223
22	2585	3143	4272
23	2570	3121	4309
24	2578	3118	4304
25	2617	3079	4304
26	2692	3031	4277
27	2727	3001	4272
28	2791	3011	4198
29	2782	3018	4200
30	2772	3098	4130
31	2749	3127	4124
32	2705	3124	4171
33	2734	3095	4171
34	2755	3051	4194
35	2762	3057	4181
36	2740	3099	4161
37	2802	3087	4111
38	2766	3139	4095
39	2740	3190	4070
40	2718	3184	4098
41	2688	3194	4118
42	2661	3221	4118
43	2626	3212	4162
44	2630	3180	4190
45	2621	3129	4250
46	2654	3026	4320
47	2690	3027	4283
48	2704	3013	4283
49	2714	3016	4270
50	2754	2992	4254
51	2818	2982	4200
52	2876	2977	4147
53	2923	3040	4037
54	2831	3193	3976
55	2746	3260	3994
56	2676	3284	4040
57	2588	3294	4118
58	2559	3251	4190
59	2542	3178	4280
60	2564	3092	4344
61	2609	3043	4348
62	2687	2983	4330
63	2664	3036	4300
64	2659	3051	4290
65	2686	3028	4286
66	2667	3039	4294
67	2677	3028	4295
68	2733	3007	4260
69	2765	3060	4175
70	2785	3077	4138
71	2760	3087	4153
72	2818	3062	4120
73	2761	3159	4080
74	2752	3138	4110
75	2754	3160	4086
76	2704	3236	4060
77	2660	3232	4108
78	2669	3182	4149
79	2642	3170	4188
80	2606	3150	4244
81	2575	3149	4276
82	2586	3149	4265
83	2605	3131	4264
84	2571	3106	4323
85	2571	3065	4364
86	2637	3068	4295
87	2612	3063	4325
88	2655	3063	4282
89	2713	3021	4266
90	2744	3026	4230
91	2771	3016	4213
92	2780	3017	4203
93	2800	3024	4176
94	2785	3049	4166
95	2784	3101	4115
96	2833	3098	4069
97	2793	3143	4064
98	2784	3172	4044
99	2793	3145	4062
100	2790	3138	4072
101	2836	3093	4071
102	2848	3134	4018
103	2864	3168	3968
104	2764	3262	3974
105	2669	3281	4050
106	2640	3273	4087
107	2649	3198	4153
108	2565	3205	4230
109	2518	3194	4288
110	2529	3125	4346
111	2505	3115	4380
112	2524	3110	4366
113	2595	2994	4411
114	2624	3002	4374
115	2626	2995	4379
116	2684	3007	4309
117	2680	3017	4303
118	2699	2991	4310
119	2762	2977	4261
120	2819	2954	4227
121	2844	2978	4178
122	2897	2938	4165
123	2936	2980	4084
124	2978	2998	4024
125	3006	3032	3962
126	2980	3100	3920
127	2983	3114	3903
128	2951	3098	3951
129	2942	3094	3964
130	2935	3129	3936
131	2867	3167	3966
132	2862	3137	4001
133	2852	3148	4000
134	2871	3126	4003
135	2881	3151	3968
136	2830	3195	3975
137	2782	3212	4006
138	2759	3157	4084
