Paso	Presa	Depredador	Hueco
0	3613	3472	2915
1	2933	6409	658
2	657	8009	1334
3	998	7026	1976
4	1736	6659	1605
5	1548	7051	1401
6	1339	7207	1454
7	1358	7231	1411
8	1304	7146	1550
9	1439	6993	1568
10	1487	6956	1557
11	1480	7009	1511
12	1431	7053	1516
13	1426	7066	1508
14	1436	7072	1492
15	1408	7078	1514
16	1430	7033	1537
17	1442	7083	1475
18	1402	7103	1495
19	1417	7008	1575
20	1479	7042	1479
21	1416	7104	1480
22	1392	7139	1469
23	1375	7114	1511
24	1414	6997	1589
25	1494	7036	1470
26	1387	7087	1526
27	1426	7005	1569
28	1488	7014	1498
29	1414	7129	1457
30	1372	7127	1501
31	1398	7075	1527
32	1439	7071	1490
33	1415	7054	1531
34	1433	7037	1530
35	1441	7034	1525
36	1444	7058	1498
37	1426	7064	1510
38	1418	7119	1463
39	1370	7042	1588
40	1457	6950	1593
41	1506	7058	1436
42	1359	7182	1459
43	1363	7078	1559
44	1457	7051	1492
45	1412	7054	1534
46	1428	7070	1502
47	1412	7057	1531
48	1432	7029	1539
49	1444	7099	1457
50	1387	7157	1456
51	1363	7134	1503
52	1404	7098	1498
53	1415	7075	1510
54	1432	7015	1553
55	1449	7049	1502
56	1420	7136	1444
57	1364	7157	1479
58	1381	7079	1540
59	1446	7062	1492
60	1415	7038	1547
61	1451	7034	1515
62	1448	7079	1473
63	1382	7142	1476
64	1381	7111	1508
65	1413	7040	1547
66	1447	7025	1528
67	1449	7069	1482
68	1390	7070	1540
69	1464	7064	1472
70	1406	7143	1451
71	1366	7075	1559
72	1447	7052	1501
73	1421	7092	1487
74	1406	7160	1434
75	1348	7149	1503
76	1400	7070	1530
77	1432	7023	1545
78	1468	7107	1425
79	1356	7197	1447
80	1338	7112	1550
81	1446	7018	1536
82	1445	7019	1536
83	1444	7009	1547
84	1456	7036	1508
85	1416	7096	1488
86	1391	7031	1578
87	1497	7045	1458
88	1402	7108	1490
89	1388	7135	1477
90	1380	7107	1513
91	1419	7137	1444
92	1367	7159	1474
93	1381	7139	1480
94	1371	7133	1496
95	1401	7139	1460
96	1363	7138	1499
97	1393	7082	1525
98	1423	6998	1579
99	1475	6996	1529
100	1436	7067	1497
101	1410	7087	1503
102	1415	7098	1487
103	1392	7018	1590
104	1485	7000	1515
105	1435	7105	1460
106	1386	7146	1468
107	1384	7119	1497
108	1411	7101	1488
109	1388	7064	1548
110	1439	7058	1503
111	1416	7078	1506
112	1404	7052	1544
113	1442	7058	1500
114	1418	7038	1544
115	1451	7047	1502
116	1428	7075	1497
117	1396	7119	1485
118	1381	7107	1512
119	1405	7040	1555
120	1448	7011	1541
121	1460	7022	1518
122	1433	7061	1506
123	1422	7137	1441
124	1362	7137	1501
125	1402	7090	1508
126	1404	7056	1540
127	1445	6962	1593
128	1501	6976	1523
129	1450	7118	1432
130	1366	7112	1522
131	1434	7059	1507
132	1404	7115	1481
133	1398	7044	1558
134	1454	7023	1523
135	1436	7055	1509
136	1415	7045	1540
137	1444	7096	1460
138	1384	7091	1525
139	1413	7067	1520
140	1431	7086	1483
141	1391	7077	1532
142	1414	7121	1465
143	1390	7070	1540
144	1451	7023	1526
