Paso	Presa	Depredador	Hueco
447	1836	4326	3838
448	1833	4324	3843
449	1936	4293	3771
450	1974	4266	3760
451	2000	4343	3657
452	1911	4382	3707
453	1866	4382	3752
454	1859	4391	3750
455	1835	4406	3759
456	1862	4417	3721
457	1814	4384	3802
458	1809	4363	3828
459	1851	4367	3782
460	1857	4414	3729
461	1855	4428	3717
462	1847	4413	3740
463	1793	4420	3787
464	1786	4373	3841
465	1760	4271	3969
466	1798	4193	4009
467	1844	4282	3874
468	1861	4251	3888
469	1851	4309	3840
470	1843	4308	3849
471	1901	4312	3787
472	1882	4350	3768
473	1869	4348	3783
474	1845	4364	3791
475	1848	4351	3801
476	1864	4397	3739
477	1871	4406	3723
478	1832	4444	3724
479	1788	4415	3797
480	1804	4350	3846
481	1818	4369	3813
482	1785	4417	3798
483	1754	4397	3849
484	1783	4330	3887
485	1822	4265	3913
486	1845	4222	3933
487	1918	4194	3888
488	1917	4228	3855
489	1937	4278	3785
490	1929	4286	3785
491	1919	4246	3835
492	1900	4249	3851
493	1911	4262	3827
494	1947	4273	3780
495	1951	4338	3711
496	1880	4423	3697
497	1870	4413	3717
498	1820	4430	3750
499	1787	4434	3779
500	1848	4340	3812
