Paso	Presa	Depredador	Hueco
206	1318	5754	2928
207	1366	5654	2980
208	1384	5672	2944
209	1381	5685	2934
210	1373	5680	2947
211	1407	5705	2888
212	1391	5755	2854
213	1346	5791	2863
214	1303	5739	2958
215	1311	5630	3059
216	1329	5623	3048
217	1414	5588	2998
218	1446	5653	2901
219	1410	5719	2871
220	1342	5769	2889
221	1349	5718	2933
222	1413	5639	2948
223	1416	5727	2857
224	1352	5692	2956
225	1371	5660	2969
226	1408	5648	2944
227	1425	5681	2894
228	1315	5776	2909
229	1300	5803	2897
230	1301	5716	2983
231	1356	5606	3038
232	1420	5581	2999
233	1473	5639	2888
234	1471	5775	2754
235	1398	5836	2766
236	1325	5815	2860
237	1323	5722	2955
238	1337	5706	2957
239	1348	5684	2968
240	1363	5669	2968
241	1369	5686	2945
242	1383	5640	2977
243	1403	5667	2930
244	1399	5680	2921
245	1458	5686	2856
246	1409	5762	2829
247	1350	5778	2872
248	1380	5758	2862
249	1308	5761	2931
250	1362	5631	3007
251	1378	5664	2958
252	1409	5693	2898
253	1422	5706	2872
254	1445	5695	2860
255	1396	5702	2902
256	1420	5691	2889
257	1467	5720	2813
258	1401	5795	2804
259	1391	5797	2812
260	1353	5763	2884
261	1373	5761	2866
262	1396	5706	2898
263	1440	5739	2821
264	1420	5799	2781
265	1429	5824	2747
266	1403	5833	2764
267	1305	5849	2846
268	1291	5771	2938
269	1336	5689	2975
270	1412	5650	2938
271	1438	5682	2880
272	1386	5712	2902
273	1393	5626	2981
274	1450	5599	2951
275	1508	5670	2822
276	1447	5788	2765
277	1351	5863	2786
278	1299	5805	2896
279	1255	5726	3019
280	1324	5656	3020
281	1380	5591	3029
282	1446	5643	2911
283	1420	5753	2827
284	1371	5800	2829
285	1370	5753	2877
286	1361	5721	2918
287	1325	5745	2930
288	1341	5686	2973
289	1422	5649	2929
290	1422	5700	2878
291	1402	5781	2817
292	1308	5804	2888
293	1307	5750	2943
294	1399	5672	2929
295	1408	5689	2903
296	1397	5708	2895
297	1378	5712	2910
298	1353	5672	2975
299	1411	5661	2928
300	1419	5667	2914
301	1470	5713	2817
302	1390	5792	2818
303	1394	5779	2827
304	1352	5694	2954
305	1394	5609	2997
306	1444	5611	2945
307	1484	5684	2832
308	1410	5808	2782
309	1371	5804	2825
310	1328	5784	2888
311	1369	5706	2925
312	1385	5733	2882
313	1392	5661	2947
314	1422	5646	2932
315	1420	5688	2892
316	1345	5736	2919
317	1325	5719	2956
318	1346	5652	3002
319	1428	5594	2978
320	1454	5670	2876
321	1457	5753	2790
322	1356	5820	2824
323	1353	5756	2891
324	1361	5712	2927
325	1365	5702	2933
326	1391	5783	2826
327	1373	5766	2861
328	1363	5727	2910
329	1357	5719	2924
330	1366	5698	2936
331	1397	5727	2876
332	1382	5742	2876
333	1418	5685	2897
334	1393	5690	2917
335	1429	5681	2890
336	1450	5722	2828
337	1354	5773	2873
338	1305	5693	3002
339	1319	5621	3060
340	1435	5570	2995
341	1478	5627	2895
342	1457	5737	2806
343	1383	5832	2785
344	1327	5760	2913
345	1374	5692	2934
346	1338	5701	2961
347	1372	5676	2952
348	1405	5741	2854
349	1385	5759	2856
350	1349	5770	2881
351	1373	5762	2865
352	1337	5694	2969
353	1331	5664	3005
354	1342	5643	3015
355	1411	5637	2952
356	1387	5725	2888
357	1384	5726	2890
358	1366	5758	2876
359	1302	5740	2958
360	1304	5694	3002
361	1391	5600	3009
362	1452	5587	2961
363	1456	5643	2901
364	1504	5666	2830
365	1427	5727	2846
366	1396	5746	2858
367	1360	5727	2913
368	1378	5667	2955
369	1431	5667	2902
370	1417	5693	2890
371	1416	5671	2913
372	1473	5690	2837
373	1431	5788	2781
374	1348	5773	2879
375	1389	5717	2894
376	1358	5707	2935
377	1364	5663	2973
378	1416	5652	2932
379	1444	5691	2865
380	1448	5701	2851
381	1344	5813	2843
382	1338	5753	2909
383	1425	5686	2889
384	1455	5687	2858
385	1420	5730	2850
386	1413	5789	2798
387	1368	5823	2809
388	1294	5737	2969
389	1321	5600	3079
390	1456	5501	3043
391	1505	5631	2864
392	1472	5744	2784
393	1329	5841	2830
394	1337	5755	2908
395	1364	5747	2889
396	1337	5723	2940
397	1340	5621	3039
398	1425	5609	2966
399	1435	5664	2901
400	1440	5689	2871
401	1413	5776	2811
402	1386	5792	2822
403	1360	5742	2898
404	1339	5691	2970
405	1360	5624	3016
406	1388	5593	3019
407	1486	5581	2933
408	1438	5685	2877
409	1421	5663	2916
410	1419	5720	2861
411	1395	5742	2863
412	1374	5762	2864
413	1390	5788	2822
414	1393	5809	2798
415	1329	5838	2833
416	1327	5706	2967
417	1312	5638	3050
418	1466	5620	2914
419	1520	5681	2799
420	1411	5801	2788
421	1371	5754	2875
422	1394	5720	2886
423	1405	5648	2947
424	1437	5715	2848
425	1388	5772	2840
426	1322	5777	2901
427	1277	5707	3016
428	1285	5620	3095
429	1373	5551	3076
430	1471	5623	2906
431	1452	5643	2905
432	1498	5712	2790
433	1412	5779	2809
434	1383	5786	2831
435	1365	5744	2891
436	1351	5751	2898
437	1355	5739	2906
438	1407	5719	2874
439	1443	5698	2859
440	1435	5765	2800
441	1427	5853	2720
442	1302	5894	2804
443	1272	5851	2877
444	1273	5746	2981
445	1327	5638	3035
446	1389	5632	2979
447	1397	5616	2987
448	1413	5650	2937
449	1378	5648	2974
450	1410	5645	2945
451	1424	5669	2907
452	1377	5735	2888
453	1362	5720	2918
454	1431	5711	2858
455	1366	5782	2852
456	1413	5730	2857
457	1357	5752	2891
458	1336	5794	2870
459	1369	5705	2926
460	1350	5705	2945
461	1345	5651	3004
462	1352	5649	2999
463	1379	5592	3029
464	1451	5613	2936
465	1445	5758	2797
466	1395	5806	2799
467	1384	5774	2842
468	1362	5773	2865
469	1323	5692	2985
470	1392	5589	3019
471	1417	5616	2967
472	1423	5699	2878
473	1454	5735	2811
474	1421	5797	2782
475	1341	5775	2884
476	1318	5709	2973
477	1407	5697	2896
478	1370	5773	2857
479	1343	5770	2887
480	1368	5740	2892
481	1418	5680	2902
482	1418	5712	2870
483	1427	5750	2823
484	1409	5718	2873
485	1431	5651	2918
486	1390	5730	2880
487	1275	5802	2923
488	1281	5733	2986
489	1309	5660	3031
490	1339	5625	3036
491	1497	5623	2880
492	1512	5732	2756
493	1369	5888	2743
494	1229	5830	2941
495	1228	5727	3045
496	1321	5611	3068
497	1388	5578	3034
498	1473	5607	2920
499	1485	5674	2841
500	1421	5744	2835
