Paso	Presa	Depredador	Hueco
206	2599	3	7398
207	2600	4	7396
208	2602	4	7394
209	2602	4	7394
210	2601	5	7394
211	2601	5	7394
212	2600	5	7395
213	2600	5	7395
214	2600	5	7395
215	2600	4	7396
216	2600	3	7397
217	2603	3	7394
218	2602	3	7395
219	2603	3	7394
220	2605	3	7392
221	2607	4	7389
222	2608	5	7387
223	2609	4	7387
224	2610	3	7387
225	2611	2	7387
226	2611	4	7385
227	2611	4	7385
228	2611	4	7385
229	2610	5	7385
230	2609	6	7385
231	2607	8	7385
232	2607	7	7386
233	2605	8	7387
234	2604	8	7388
235	2603	8	7389
236	2602	7	7391
237	2601	8	7391
238	2599	8	7393
239	2598	10	7392
240	2600	8	7392
241	2600	8	7392
242	2600	5	7395
243	2603	6	7391
244	2603	5	7392
245	2603	6	7391
246	2603	6	7391
247	2605	4	7391
248	2605	4	7391
249	2605	3	7392
250	2605	4	7391
251	2606	4	7390
252	2605	4	7391
253	2604	5	7391
254	2602	7	7391
255	2599	9	7392
256	2597	10	7393
257	2596	11	7393
258	2595	10	7395
259	2593	10	7397
260	2589	12	7399
261	2587	11	7402
262	2585	11	7404
263	2586	9	7405
264	2587	7	7406
265	2586	10	7404
266	2582	13	7405
267	2581	11	7408
268	2580	14	7406
269	2581	10	7409
270	2584	8	7408
271	2582	8	7410
272	2582	10	7408
273	2584	11	7405
274	2586	9	7405
275	2587	8	7405
276	2587	11	7402
277	2585	12	7403
278	2583	12	7405
279	2582	12	7406
280	2583	10	7407
281	2581	11	7408
282	2582	11	7407
283	2580	13	7407
284	2579	13	7408
285	2580	10	7410
286	2582	8	7410
287	2581	11	7408
288	2586	11	7403
289	2584	16	7400
290	2580	15	7405
291	2587	11	7402
292	2592	11	7397
293	2595	11	7394
294	2596	9	7395
295	2595	10	7395
296	2596	11	7393
297	2597	11	7392
298	2595	12	7393
299	2594	14	7392
300	2590	14	7396
301	2586	14	7400
302	2584	14	7402
303	2579	21	7400
304	2578	22	7400
305	2577	23	7400
306	2571	27	7402
307	2569	25	7406
308	2564	27	7409
309	2560	27	7413
310	2560	25	7415
311	2560	22	7418
312	2558	25	7417
313	2557	27	7416
314	2556	27	7417
315	2556	28	7416
316	2554	26	7420
317	2552	28	7420
318	2550	24	7426
319	2550	22	7428
320	2547	21	7432
321	2546	21	7433
322	2548	19	7433
323	2552	15	7433
324	2555	14	7431
325	2554	16	7430
326	2553	19	7428
327	2556	21	7423
328	2554	25	7421
329	2553	26	7421
330	2556	22	7422
331	2559	22	7419
332	2554	25	7421
333	2552	25	7423
334	2551	25	7424
335	2552	24	7424
336	2552	27	7421
337	2554	27	7419
338	2558	26	7416
339	2554	27	7419
340	2558	21	7421
341	2560	22	7418
342	2560	24	7416
343	2560	24	7416
344	2564	22	7414
345	2573	20	7407
346	2576	17	7407
347	2578	20	7402
348	2580	19	7401
349	2582	14	7404
350	2584	11	7405
351	2590	10	7400
352	2592	11	7397
353	2592	10	7398
354	2592	10	7398
355	2592	11	7397
356	2594	10	7396
357	2593	11	7396
358	2591	15	7394
359	2586	21	7393
360	2587	19	7394
361	2585	20	7395
362	2583	15	7402
363	2582	17	7401
364	2578	17	7405
365	2580	15	7405
366	2581	15	7404
367	2581	16	7403
368	2576	17	7407
369	2575	18	7407
370	2575	17	7408
371	2571	18	7411
372	2567	21	7412
373	2565	22	7413
374	2567	20	7413
375	2566	17	7417
376	2565	14	7421
377	2565	10	7425
378	2569	8	7423
379	2572	8	7420
380	2574	7	7419
381	2576	9	7415
382	2577	9	7414
383	2578	9	7413
384	2577	12	7411
385	2577	14	7409
386	2578	11	7411
387	2583	9	7408
388	2583	12	7405
389	2584	12	7404
390	2587	12	7401
391	2583	17	7400
392	2580	19	7401
393	2579	21	7400
394	2575	18	7407
395	2574	21	7405
396	2578	20	7402
397	2577	23	7400
398	2576	26	7398
399	2575	23	7402
400	2576	21	7403
401	2575	20	7405
402	2578	22	7400
403	2574	24	7402
404	2575	25	7400
405	2578	22	7400
406	2576	22	7402
407	2579	19	7402
408	2585	13	7402
409	2590	10	7400
410	2592	9	7399
411	2596	9	7395
412	2594	9	7397
413	2594	10	7396
414	2595	10	7395
415	2594	11	7395
416	2592	11	7397
417	2592	9	7399
418	2591	10	7399
419	2590	10	7400
420	2589	12	7399
421	2586	14	7400
422	2586	14	7400
423	2586	12	7402
424	2586	13	7401
425	2585	16	7399
426	2585	14	7401
427	2586	13	7401
428	2586	14	7400
429	2582	18	7400
430	2582	17	7401
431	2580	15	7405
432	2574	18	7408
433	2573	17	7410
434	2572	16	7412
435	2570	17	7413
436	2568	14	7418
437	2568	15	7417
438	2568	16	7416
439	2568	17	7415
440	2568	12	7420
441	2571	11	7418
442	2572	11	7417
443	2569	14	7417
444	2569	16	7415
445	2569	14	7417
446	2568	14	7418
447	2567	12	7421
448	2567	8	7425
449	2568	6	7426
450	2567	6	7427
451	2569	5	7426
452	2571	6	7423
453	2571	7	7422
454	2572	6	7422
455	2574	6	7420
456	2577	7	7416
457	2584	6	7410
458	2588	6	7406
459	2591	8	7401
460	2591	7	7402
461	2592	8	7400
462	2594	5	7401
463	2596	4	7400
464	2599	3	7398
465	2599	4	7397
466	2598	4	7398
467	2596	4	7400
468	2597	5	7398
469	2597	4	7399
470	2596	5	7399
471	2597	3	7400
472	2596	5	7399
473	2597	5	7398
474	2598	4	7398
475	2598	4	7398
476	2598	4	7398
477	2599	4	7397
478	2602	3	7395
479	2603	4	7393
480	2604	4	7392
481	2603	6	7391
482	2601	7	7392
483	2601	7	7392
484	2602	6	7392
485	2601	7	7392
486	2603	6	7391
487	2602	7	7391
488	2599	10	7391
489	2599	10	7391
490	2600	8	7392
491	2597	10	7393
492	2597	10	7393
493	2596	11	7393
494	2597	12	7391
495	2597	11	7392
496	2599	10	7391
497	2604	9	7387
498	2602	9	7389
499	2601	10	7389
500	2603	6	7391
