Paso	Presa	Depredador	Hueco
0	1541	480	7979
1	8366	1164	470
2	1927	7843	230
3	215	8207	1578
4	605	6776	2619
5	1871	6044	2085
6	2041	6700	1259
7	1232	7343	1425
8	1300	7105	1595
9	1470	6910	1620
10	1524	6982	1494
11	1419	7125	1456
12	1363	7031	1606
13	1501	6991	1508
14	1443	7052	1505
15	1426	7030	1544
16	1463	7153	1384
17	1307	7180	1513
18	1396	7047	1557
19	1472	7056	1472
20	1404	7101	1495
21	1412	7105	1483
22	1398	7066	1536
23	1436	7071	1493
24	1413	7101	1486
25	1393	7154	1453
26	1361	7095	1544
27	1444	7015	1541
28	1459	7069	1472
29	1394	7116	1490
30	1396	7117	1487
31	1399	7100	1501
32	1415	7065	1520
33	1429	7076	1495
34	1403	7077	1520
35	1435	7063	1502
36	1420	7114	1466
37	1384	7152	1464
38	1375	7070	1555
39	1441	7021	1538
40	1444	7001	1555
41	1458	7040	1502
42	1419	7101	1480
43	1406	7117	1477
44	1384	7111	1505
45	1396	7043	1561
46	1473	7033	1494
47	1410	7081	1509
48	1431	7026	1543
49	1447	7059	1494
50	1410	7114	1476
51	1386	7125	1489
52	1395	7094	1511
53	1415	7109	1476
54	1395	7041	1564
55	1466	7015	1519
56	1437	7106	1457
57	1385	7124	1491
58	1400	7087	1513
59	1413	7101	1486
60	1388	7045	1567
61	1462	7015	1523
62	1427	7063	1510
63	1426	7025	1549
64	1451	7049	1500
65	1442	7064	1494
66	1413	7108	1479
67	1387	7030	1583
68	1493	7061	1446
69	1359	7156	1485
70	1382	7021	1597
71	1495	6998	1507
72	1445	7116	1439
73	1362	7120	1518
74	1400	7056	1544
75	1434	7082	1484
76	1402	7075	1523
77	1429	7049	1522
78	1436	7066	1498
79	1399	7088	1513
80	1420	7082	1498
81	1402	7104	1494
82	1410	7098	1492
83	1405	7114	1481
84	1383	7054	1563
85	1471	7009	1520
86	1427	7084	1489
87	1417	7084	1499
88	1404	7089	1507
89	1418	7023	1559
90	1462	7036	1502
91	1421	7106	1473
92	1382	7101	1517
93	1416	7060	1524
94	1435	7066	1499
95	1396	7126	1478
96	1385	7062	1553
97	1450	7048	1502
98	1426	7100	1474
99	1387	7118	1495
100	1392	7050	1558
101	1478	7017	1505
102	1420	7070	1510
103	1419	7054	1527
104	1446	7124	1430
105	1368	7090	1542
106	1451	7006	1543
107	1463	7099	1438
108	1359	7150	1491
109	1391	7073	1536
110	1447	7052	1501
111	1426	7098	1476
112	1381	7083	1536
113	1429	7119	1452
114	1380	7076	1544
115	1433	6999	1568
116	1480	6954	1566
117	1496	7007	1497
118	1417	7094	1489
119	1400	7018	1582
120	1487	6961	1552
121	1478	7032	1490
122	1418	7134	1448
123	1343	7107	1550
124	1450	6983	1567
125	1477	7046	1477
126	1390	7110	1500
127	1400	7126	1474
128	1367	7150	1483
129	1387	6997	1616
130	1514	6941	1545
131	1470	7070	1460
132	1372	7159	1469
133	1384	7144	1472
134	1375	7113	1512
135	1404	7047	1549
136	1454	7032	1514
137	1432	7063	1505
138	1419	7091	1490
139	1383	7116	1501
140	1407	7091	1502
141	1395	7086	1519
142	1424	7063	1513
143	1418	7078	1504
144	1421	7113	1466
145	1379	7171	1450
146	1350	7113	1537
147	1428	7005	1567
148	1500	7054	1446
149	1367	7127	1506
150	1420	6988	1592
151	1493	6960	1547
152	1462	7045	1493
153	1421	7126	1453
154	1386	7137	1477
155	1403	7010	1587
156	1491	6995	1514
157	1444	7112	1444
158	1363	7199	1438
159	1327	7147	1526
160	1427	7084	1489
161	1395	7046	1559
162	1441	7049	1510
163	1414	7068	1518
164	1401	7095	1504
165	1409	7055	1536
166	1425	7061	1514
167	1428	7086	1486
168	1382	7131	1487
169	1386	7116	1498
170	1402	7087	1511
171	1412	7039	1549
172	1469	7047	1484
173	1407	7079	1514
174	1413	7155	1432
175	1355	7166	1479
176	1372	7070	1558
177	1463	7009	1528
178	1441	7038	1521
179	1438	7054	1508
180	1431	7048	1521
181	1436	7036	1528
182	1437	7076	1487
183	1399	7054	1547
184	1451	7047	1502
185	1417	7175	1408
186	1332	7138	1530
187	1409	7054	1537
188	1431	7065	1504
189	1414	7092	1494
190	1407	7121	1472
191	1376	7099	1525
192	1411	7073	1516
193	1427	7102	1471
194	1371	7110	1519
195	1423	7077	1500
196	1395	7037	1568
197	1463	7065	1472
198	1401	7136	1463
199	1385	7161	1454
200	1365	7111	1524
201	1445	7115	1440
202	1352	7120	1528
203	1415	7018	1567
