Paso	Presa	Depredador	Hueco
203	1387	7117	1496
204	1398	7060	1542
205	1448	7007	1545
206	1458	7004	1538
207	1447	7032	1521
208	1442	7113	1445
209	1374	7086	1540
210	1461	7060	1479
211	1400	7155	1445
212	1375	7092	1533
213	1430	7070	1500
214	1411	7110	1479
215	1402	7076	1522
216	1437	7083	1480
217	1400	7067	1533
218	1441	7001	1558
219	1476	7079	1445
220	1361	7119	1520
221	1427	7062	1511
222	1428	7121	1451
223	1375	7188	1437
224	1339	7148	1513
225	1413	7092	1495
226	1389	7092	1519
227	1429	7103	1468
228	1384	7126	1490
229	1410	7041	1549
230	1461	7039	1500
231	1424	7103	1473
232	1365	7090	1545
233	1454	7080	1466
234	1389	7164	1447
235	1363	7086	1551
236	1452	6960	1588
237	1500	7021	1479
238	1397	7114	1489
239	1371	7091	1538
240	1411	7102	1487
241	1405	7086	1509
242	1422	7096	1482
243	1396	7071	1533
244	1426	7104	1470
245	1373	7106	1521
246	1422	7069	1509
247	1416	7068	1516
248	1432	7095	1473
249	1388	7102	1510
250	1436	7083	1481
251	1390	7075	1535
252	1454	7034	1512
253	1427	7081	1492
254	1414	7064	1522
255	1434	7151	1415
256	1322	7125	1553
257	1446	6975	1579
258	1492	6988	1520
259	1428	7098	1474
260	1397	7169	1434
261	1351	7142	1507
262	1410	7036	1554
263	1468	7022	1510
264	1436	7174	1390
265	1303	7293	1404
266	1289	7054	1657
267	1546	6925	1529
268	1457	7098	1445
269	1349	7170	1481
270	1400	7098	1502
271	1409	7070	1521
272	1432	7091	1477
273	1394	7050	1556
274	1451	7071	1478
275	1401	7117	1482
276	1379	7088	1533
277	1426	7064	1510
278	1420	7070	1510
279	1414	7081	1505
280	1437	7122	1441
281	1371	7099	1530
282	1430	7092	1478
283	1403	7121	1476
284	1377	7188	1435
285	1335	7146	1519
286	1413	7023	1564
287	1467	6989	1544
288	1466	7074	1460
289	1388	7144	1468
290	1374	7056	1570
291	1485	7057	1458
292	1400	7143	1457
293	1373	7090	1537
294	1437	7033	1530
295	1440	7091	1469
296	1373	7064	1563
297	1467	7083	1450
298	1354	7132	1514
299	1426	7056	1518
300	1446	7056	1498
