Paso	Presa	Depredador	Hueco
147	3704	1923	4373
148	3751	1897	4352
149	3747	1934	4319
150	3756	1936	4308
151	3738	1905	4357
152	3756	1930	4314
153	3713	1954	4333
154	3677	1985	4338
155	3674	1965	4361
156	3641	1966	4393
157	3609	1969	4422
158	3574	1965	4461
159	3563	1961	4476
160	3579	1944	4477
161	3585	1917	4498
162	3621	1925	4454
163	3636	1913	4451
164	3658	1906	4436
165	3669	1885	4446
166	3756	1841	4403
167	3758	1862	4380
168	3776	1909	4315
169	3780	1922	4298
170	3789	1952	4259
171	3821	1947	4232
172	3839	1931	4230
173	3807	1989	4204
174	3793	1981	4226
175	3775	2027	4198
176	3751	2066	4183
177	3733	2045	4222
178	3643	2082	4275
179	3613	2048	4339
180	3553	2023	4424
181	3555	2035	4410
182	3494	2067	4439
183	3460	2025	4515
184	3462	1958	4580
185	3499	1932	4569
186	3491	1954	4555
187	3494	1970	4536
188	3483	1927	4590
189	3502	1924	4574
190	3512	1936	4552
191	3554	1921	4525
192	3540	1968	4492
193	3558	1963	4479
194	3575	1962	4463
195	3634	1919	4447
196	3668	1956	4376
197	3723	1923	4354
198	3746	1929	4325
199	3764	1945	4291
200	3724	2009	4267
201	3672	2023	4305
202	3597	2044	4359
203	3569	2053	4378
204	3512	2111	4377
205	3442	2084	4474
206	3418	2078	4504
207	3402	2012	4586
208	3412	1945	4643
209	3410	1915	4675
210	3411	1905	4684
211	3464	1840	4696
212	3516	1858	4626
213	3585	1838	4577
214	3610	1875	4515
215	3633	1884	4483
216	3636	1891	4473
217	3612	1914	4474
218	3640	1920	4440
219	3641	1918	4441
220	3604	1965	4431
221	3572	1984	4444
222	3548	2011	4441
223	3569	2009	4422
224	3556	1992	4452
225	3568	1986	4446
226	3583	1995	4422
227	3583	1966	4451
228	3613	1993	4394
229	3552	2029	4419
230	3536	2033	4431
231	3564	2039	4397
232	3525	2033	4442
233	3464	2068	4468
234	3451	2086	4463
235	3469	2045	4486
236	3536	2033	4431
237	3567	2042	4391
238	3514	2036	4450
239	3520	2017	4463
240	3504	2028	4468
241	3502	2033	4465
242	3516	2015	4469
243	3513	2007	4480
244	3529	1998	4473
245	3492	2011	4497
246	3502	1974	4524
247	3508	2019	4473
248	3503	1995	4502
249	3543	1958	4499
250	3552	1951	4497
251	3557	1975	4468
252	3547	1993	4460
253	3597	1962	4441
254	3629	1928	4443
255	3685	1932	4383
256	3642	2006	4352
257	3623	2016	4361
258	3637	2033	4330
259	3605	2042	4353
260	3635	1970	4395
261	3632	1979	4389
262	3613	1989	4398
263	3598	2005	4397
264	3581	2003	4416
265	3584	2012	4404
266	3540	2002	4458
267	3557	1964	4479
268	3591	1977	4432
269	3591	2016	4393
270	3583	2046	4371
271	3549	2034	4417
272	3572	2012	4416
273	3540	2044	4416
274	3524	2056	4420
275	3491	2029	4480
276	3515	2043	4442
277	3513	2042	4445
278	3466	2036	4498
279	3465	2083	4452
280	3453	2111	4436
281	3424	2127	4449
282	3418	2153	4429
283	3402	2162	4436
284	3361	2190	4449
285	3300	2176	4524
286	3236	2163	4601
287	3195	2105	4700
288	3202	2063	4735
289	3195	2045	4760
290	3219	2012	4769
291	3288	1983	4729
292	3319	1929	4752
293	3353	1882	4765
294	3349	1923	4728
295	3411	1903	4686
296	3435	1901	4664
297	3489	1871	4640
298	3560	1889	4551
299	3597	1864	4539
300	3628	1879	4493
301	3675	1872	4453
302	3681	1907	4412
303	3647	1945	4408
304	3615	1937	4448
305	3677	1943	4380
306	3697	1936	4367
307	3695	1962	4343
308	3713	1951	4336
309	3694	2000	4306
310	3663	2011	4326
311	3670	1969	4361
312	3621	2004	4375
313	3620	2001	4379
314	3605	2030	4365
315	3553	2083	4364
316	3550	2061	4389
317	3565	2063	4372
318	3562	2050	4388
319	3549	2053	4398
320	3499	2054	4447
321	3469	2061	4470
322	3451	2065	4484
323	3399	2082	4519
324	3367	2077	4556
325	3395	2026	4579
326	3404	1989	4607
327	3415	1969	4616
328	3458	1898	4644
329	3492	1902	4606
330	3554	1890	4556
331	3532	1938	4530
332	3577	1939	4484
333	3616	1920	4464
334	3596	1950	4454
335	3627	1943	4430
336	3617	1952	4431
337	3630	1975	4395
338	3659	1999	4342
339	3665	1982	4353
340	3644	2005	4351
341	3633	2016	4351
342	3611	2001	4388
343	3556	2032	4412
344	3514	2038	4448
345	3528	2025	4447
346	3524	2038	4438
347	3547	2012	4441
348	3534	2039	4427
349	3555	2053	4392
350	3505	2038	4457
351	3499	1981	4520
352	3526	1981	4493
353	3533	1978	4489
354	3534	2015	4451
355	3539	1992	4469
356	3583	1945	4472
357	3604	1999	4397
358	3567	2013	4420
359	3533	2009	4458
360	3520	2024	4456
361	3487	2039	4474
362	3470	2053	4477
363	3436	2052	4512
364	3406	2056	4538
365	3385	2086	4529
366	3316	2073	4611
367	3340	2052	4608
368	3363	1987	4650
369	3369	1950	4681
370	3415	1921	4664
371	3442	1898	4660
372	3508	1850	4642
373	3574	1861	4565
374	3582	1858	4560
375	3586	1854	4560
376	3606	1889	4505
377	3658	1857	4485
378	3684	1887	4429
379	3687	1897	4416
380	3680	1973	4347
381	3647	1929	4424
382	3680	1924	4396
383	3672	1924	4404
384	3639	1974	4387
385	3654	1963	4383
386	3651	2015	4334
387	3663	2008	4329
388	3635	2022	4343
389	3610	2068	4322
390	3604	2065	4331
391	3580	2084	4336
392	3543	2111	4346
393	3559	1997	4444
394	3534	2034	4432
395	3542	2022	4436
396	3527	1993	4480
397	3550	1957	4493
398	3602	1877	4521
399	3622	1875	4503
400	3680	1882	4438
401	3706	1903	4391
402	3726	1926	4348
403	3757	1893	4350
404	3779	1920	4301
405	3764	1953	4283
406	3704	1983	4313
407	3656	1974	4370
408	3654	1961	4385
409	3603	1988	4409
410	3570	2016	4414
411	3512	2035	4453
412	3522	2023	4455
413	3543	1970	4487
414	3517	1975	4508
415	3535	1951	4514
416	3504	1963	4533
417	3512	1939	4549
418	3542	1958	4500
419	3549	1967	4484
420	3577	1944	4479
421	3610	1923	4467
422	3654	1867	4479
423	3650	1929	4421
424	3654	1973	4373
425	3667	1987	4346
426	3719	1991	4290
427	3731	1987	4282
428	3731	2005	4264
429	3719	1984	4297
430	3719	1970	4311
431	3732	1937	4331
432	3713	1950	4337
433	3655	1947	4398
434	3668	1959	4373
435	3697	1909	4394
436	3750	1910	4340
437	3822	1903	4275
438	3806	1942	4252
439	3761	2000	4239
440	3731	1994	4275
441	3695	1974	4331
442	3657	1999	4344
443	3618	1989	4393
444	3615	1951	4434
445	3597	1962	4441
446	3622	1949	4429
447	3603	1981	4416
448	3601	2017	4382
449	3604	1991	4405
450	3601	2005	4394
451	3590	2011	4399
452	3579	2001	4420
453	3584	2012	4404
454	3568	1999	4433
455	3555	2019	4426
456	3497	2031	4472
457	3532	1976	4492
458	3529	1962	4509
459	3547	1941	4512
460	3565	1941	4494
461	3583	1913	4504
462	3589	1923	4488
463	3611	1902	4487
464	3663	1870	4467
465	3737	1867	4396
466	3750	1891	4359
467	3705	1919	4376
468	3657	1952	4391
469	3634	1978	4388
470	3645	1967	4388
471	3648	1957	4395
472	3674	1887	4439
473	3701	1871	4428
474	3729	1855	4416
475	3763	1847	4390
476	3754	1877	4369
477	3768	1894	4338
478	3698	1956	4346
479	3699	1953	4348
480	3665	1986	4349
481	3660	1974	4366
482	3624	2030	4346
483	3641	1999	4360
484	3661	1977	4362
485	3641	1992	4367
486	3651	1979	4370
487	3655	1943	4402
488	3680	1916	4404
489	3635	1935	4430
490	3619	1956	4425
491	3609	1960	4431
492	3581	1963	4456
493	3580	1978	4442
494	3590	1916	4494
495	3596	1943	4461
496	3651	1933	4416
497	3625	1940	4435
498	3586	1954	4460
499	3578	1968	4454
500	3596	1935	4469
