Paso	Presa	Depredador	Hueco
353	2164	3781	4055
354	2220	3800	3980
355	2263	3819	3918
356	2230	3862	3908
357	2196	3891	3913
358	2135	3911	3954
359	2178	3869	3953
360	2202	3873	3925
361	2203	3872	3925
362	2243	3903	3854
363	2199	3932	3869
364	2148	3949	3903
365	2121	3944	3935
366	2124	3892	3984
367	2124	3873	4003
368	2126	3889	3985
369	2130	3884	3986
370	2101	3887	4012
371	2142	3844	4014
372	2131	3793	4076
373	2158	3723	4119
374	2168	3774	4058
375	2220	3794	3986
376	2235	3809	3956
377	2216	3864	3920
378	2218	3903	3879
379	2251	3910	3839
380	2215	3901	3884
381	2193	3947	3860
382	2199	3936	3865
383	2187	3902	3911
384	2198	3915	3887
385	2154	3950	3896
386	2109	3965	3926
387	2106	3931	3963
388	2137	3850	4013
389	2186	3844	3970
390	2248	3836	3916
391	2265	3819	3916
392	2206	3886	3908
393	2181	3887	3932
394	2159	3878	3963
395	2139	3889	3972
396	2131	3868	4001
397	2202	3859	3939
398	2276	3835	3889
399	2301	3916	3783
400	2265	3930	3805
401	2255	3931	3814
402	2235	3888	3877
403	2224	3890	3886
404	2171	3867	3962
405	2192	3900	3908
406	2160	3909	3931
407	2145	3903	3952
408	2167	3936	3897
409	2179	3903	3918
410	2159	3894	3947
411	2188	3882	3930
412	2169	3934	3897
413	2146	3927	3927
414	2196	3858	3946
415	2241	3819	3940
416	2238	3833	3929
417	2231	3882	3887
418	2241	3844	3915
419	2276	3831	3893
420	2235	3856	3909
421	2207	3956	3837
422	2183	3954	3863
423	2186	3920	3894
424	2091	3928	3981
425	2084	3866	4050
426	2120	3767	4113
427	2142	3772	4086
428	2227	3762	4011
429	2265	3758	3977
430	2262	3810	3928
431	2207	3871	3922
432	2184	3936	3880
433	2161	3977	3862
434	2153	3971	3876
435	2130	4005	3865
436	2060	4015	3925
437	1993	3977	4030
438	2002	3867	4131
439	2083	3797	4120
440	2059	3743	4198
441	2124	3699	4177
442	2200	3693	4107
443	2219	3782	3999
444	2241	3844	3915
445	2274	3794	3932
446	2263	3843	3894
447	2213	3914	3873
448	2149	3919	3932
449	2140	3849	4011
450	2168	3817	4015
451	2189	3808	4003
452	2120	3830	4050
453	2178	3803	4019
454	2134	3843	4023
455	2201	3800	3999
456	2265	3812	3923
457	2276	3792	3932
458	2286	3863	3851
459	2287	3883	3830
460	2287	3889	3824
461	2311	3853	3836
462	2223	3940	3837
463	2214	3937	3849
464	2148	3951	3901
465	2074	3955	3971
466	2068	3924	4008
467	2045	3924	4031
468	2112	3817	4071
469	2158	3795	4047
470	2226	3798	3976
471	2227	3851	3922
472	2191	3892	3917
473	2195	3923	3882
474	2165	3914	3921
475	2210	3933	3857
476	2207	3925	3868
477	2143	3983	3874
478	2135	3946	3919
479	2136	3959	3905
480	2089	3955	3956
481	2097	3870	4033
482	2093	3864	4043
483	2106	3801	4093
484	2223	3750	4027
485	2288	3747	3965
486	2319	3842	3839
487	2249	3919	3832
488	2254	3938	3808
489	2186	3968	3846
490	2084	3923	3993
491	2074	3881	4045
492	2099	3831	4070
493	2113	3835	4052
494	2154	3802	4044
495	2225	3803	3972
496	2262	3816	3922
497	2295	3871	3834
498	2243	3923	3834
499	2178	3973	3849
500	2124	3922	3954
